 schemaname |            tablename             |               indexname                |                                                                              indexdef                                                                              
 public     | mdl_enrol_lti_lti2_context       | mdl_enroltilti2cont_con_ix             | CREATE INDEX mdl_enroltilti2cont_con_ix ON public.mdl_enrol_lti_lti2_context USING btree (consumerid)
 public     | mdl_enrol_lti_lti2_context       | mdl_enroltilti2cont_id_pk              | CREATE UNIQUE INDEX mdl_enroltilti2cont_id_pk ON public.mdl_enrol_lti_lti2_context USING btree (id)
 public     | mdl_enrol_lti_lti2_nonce         | mdl_enroltilti2nonc_con_ix             | CREATE INDEX mdl_enroltilti2nonc_con_ix ON public.mdl_enrol_lti_lti2_nonce USING btree (consumerid)
 public     | mdl_enrol_lti_lti2_nonce         | mdl_enroltilti2nonc_id_pk              | CREATE UNIQUE INDEX mdl_enroltilti2nonc_id_pk ON public.mdl_enrol_lti_lti2_nonce USING btree (id)
 public     | mdl_enrol_lti_lti2_resource_link | mdl_enroltilti2resolink_co2_ix         | CREATE INDEX mdl_enroltilti2resolink_co2_ix ON public.mdl_enrol_lti_lti2_resource_link USING btree (consumerid)
 public     | mdl_enrol_lti_lti2_resource_link | mdl_enroltilti2resolink_con_ix         | CREATE INDEX mdl_enroltilti2resolink_con_ix ON public.mdl_enrol_lti_lti2_resource_link USING btree (contextid)
 public     | mdl_enrol_lti_lti2_resource_link | mdl_enroltilti2resolink_id_pk          | CREATE UNIQUE INDEX mdl_enroltilti2resolink_id_pk ON public.mdl_enrol_lti_lti2_resource_link USING btree (id)
 public     | mdl_enrol_lti_lti2_resource_link | mdl_enroltilti2resolink_pri_ix         | CREATE INDEX mdl_enroltilti2resolink_pri_ix ON public.mdl_enrol_lti_lti2_resource_link USING btree (primaryresourcelinkid)
 public     | mdl_enrol_lti_lti2_share_key     | mdl_enroltilti2sharkey_id_pk           | CREATE UNIQUE INDEX mdl_enroltilti2sharkey_id_pk ON public.mdl_enrol_lti_lti2_share_key USING btree (id)
 public     | mdl_enrol_lti_lti2_share_key     | mdl_enroltilti2sharkey_res_uix         | CREATE UNIQUE INDEX mdl_enroltilti2sharkey_res_uix ON public.mdl_enrol_lti_lti2_share_key USING btree (resourcelinkid)
 public     | mdl_enrol_lti_lti2_share_key     | mdl_enroltilti2sharkey_sha_uix         | CREATE UNIQUE INDEX mdl_enroltilti2sharkey_sha_uix ON public.mdl_enrol_lti_lti2_share_key USING btree (sharekey)
 public     | mdl_enrol_lti_lti2_tool_proxy    | mdl_enroltilti2toolprox_con_ix         | CREATE INDEX mdl_enroltilti2toolprox_con_ix ON public.mdl_enrol_lti_lti2_tool_proxy USING btree (consumerid)
 public     | mdl_enrol_lti_lti2_tool_proxy    | mdl_enroltilti2toolprox_id_pk          | CREATE UNIQUE INDEX mdl_enroltilti2toolprox_id_pk ON public.mdl_enrol_lti_lti2_tool_proxy USING btree (id)
 public     | mdl_enrol_lti_lti2_tool_proxy    | mdl_enroltilti2toolprox_to_uix         | CREATE UNIQUE INDEX mdl_enroltilti2toolprox_to_uix ON public.mdl_enrol_lti_lti2_tool_proxy USING btree (toolproxykey)
 public     | mdl_enrol_lti_lti2_user_result   | mdl_enroltilti2userresu_id_pk          | CREATE UNIQUE INDEX mdl_enroltilti2userresu_id_pk ON public.mdl_enrol_lti_lti2_user_result USING btree (id)
 public     | mdl_enrol_lti_lti2_user_result   | mdl_enroltilti2userresu_res_ix         | CREATE INDEX mdl_enroltilti2userresu_res_ix ON public.mdl_enrol_lti_lti2_user_result USING btree (resourcelinkid)
 public     | mdl_enrol_lti_resource_link      | mdl_enroltiresolink_id_pk              | CREATE UNIQUE INDEX mdl_enroltiresolink_id_pk ON public.mdl_enrol_lti_resource_link USING btree (id)
 public     | mdl_enrol_lti_resource_link      | mdl_enroltiresolink_lti2_ix            | CREATE INDEX mdl_enroltiresolink_lti2_ix ON public.mdl_enrol_lti_resource_link USING btree (lticontextid)
 public     | mdl_enrol_lti_resource_link      | mdl_enroltiresolink_lti_ix             | CREATE INDEX mdl_enroltiresolink_lti_ix ON public.mdl_enrol_lti_resource_link USING btree (ltideploymentid)
 public     | mdl_enrol_lti_resource_link      | mdl_enroltiresolink_reslti_uix         | CREATE UNIQUE INDEX mdl_enroltiresolink_reslti_uix ON public.mdl_enrol_lti_resource_link USING btree (resourcelinkid, ltideploymentid)
 public     | mdl_enrol_lti_tool_consumer_map  | mdl_enroltitoolconsmap_con_ix          | CREATE INDEX mdl_enroltitoolconsmap_con_ix ON public.mdl_enrol_lti_tool_consumer_map USING btree (consumerid)
 public     | mdl_enrol_lti_tool_consumer_map  | mdl_enroltitoolconsmap_id_pk           | CREATE UNIQUE INDEX mdl_enroltitoolconsmap_id_pk ON public.mdl_enrol_lti_tool_consumer_map USING btree (id)
 public     | mdl_enrol_lti_tool_consumer_map  | mdl_enroltitoolconsmap_too_ix          | CREATE INDEX mdl_enroltitoolconsmap_too_ix ON public.mdl_enrol_lti_tool_consumer_map USING btree (toolid)
 public     | mdl_enrol_lti_tools              | mdl_enroltitool_con_ix                 | CREATE INDEX mdl_enroltitool_con_ix ON public.mdl_enrol_lti_tools USING btree (contextid)
 public     | mdl_enrol_lti_tools              | mdl_enroltitool_enr_ix                 | CREATE INDEX mdl_enroltitool_enr_ix ON public.mdl_enrol_lti_tools USING btree (enrolid)
 public     | mdl_enrol_lti_tools              | mdl_enroltitool_id_pk                  | CREATE UNIQUE INDEX mdl_enroltitool_id_pk ON public.mdl_enrol_lti_tools USING btree (id)
 public     | mdl_enrol_lti_tools              | mdl_enroltitool_uui_uix                | CREATE UNIQUE INDEX mdl_enroltitool_uui_uix ON public.mdl_enrol_lti_tools USING btree (uuid)
 public     | mdl_enrol_lti_user_resource_link | mdl_enroltiuserresolink_id_pk          | CREATE UNIQUE INDEX mdl_enroltiuserresolink_id_pk ON public.mdl_enrol_lti_user_resource_link USING btree (id)
 public     | mdl_enrol_lti_user_resource_link | mdl_enroltiuserresolink_lt_uix         | CREATE UNIQUE INDEX mdl_enroltiuserresolink_lt_uix ON public.mdl_enrol_lti_user_resource_link USING btree (ltiuserid, resourcelinkid)
 public     | mdl_enrol_lti_user_resource_link | mdl_enroltiuserresolink_lti_ix         | CREATE INDEX mdl_enroltiuserresolink_lti_ix ON public.mdl_enrol_lti_user_resource_link USING btree (ltiuserid)
 public     | mdl_enrol_lti_user_resource_link | mdl_enroltiuserresolink_res_ix         | CREATE INDEX mdl_enroltiuserresolink_res_ix ON public.mdl_enrol_lti_user_resource_link USING btree (resourcelinkid)
 public     | mdl_enrol_lti_users              | mdl_enroltiuser_id_pk                  | CREATE UNIQUE INDEX mdl_enroltiuser_id_pk ON public.mdl_enrol_lti_users USING btree (id)
 public     | mdl_enrol_lti_users              | mdl_enroltiuser_lti_ix                 | CREATE INDEX mdl_enroltiuser_lti_ix ON public.mdl_enrol_lti_users USING btree (ltideploymentid)
 public     | mdl_enrol_lti_users              | mdl_enroltiuser_too_ix                 | CREATE INDEX mdl_enroltiuser_too_ix ON public.mdl_enrol_lti_users USING btree (toolid)
 public     | mdl_enrol_lti_users              | mdl_enroltiuser_use_ix                 | CREATE INDEX mdl_enroltiuser_use_ix ON public.mdl_enrol_lti_users USING btree (userid)
 public     | mdl_enrol_paypal                 | mdl_enropayp_bus_ix                    | CREATE INDEX mdl_enropayp_bus_ix ON public.mdl_enrol_paypal USING btree (business)
 public     | mdl_enrol_paypal                 | mdl_enropayp_cou_ix                    | CREATE INDEX mdl_enropayp_cou_ix ON public.mdl_enrol_paypal USING btree (courseid)
 public     | mdl_enrol_paypal                 | mdl_enropayp_id_pk                     | CREATE UNIQUE INDEX mdl_enropayp_id_pk ON public.mdl_enrol_paypal USING btree (id)
 public     | mdl_enrol_paypal                 | mdl_enropayp_ins_ix                    | CREATE INDEX mdl_enropayp_ins_ix ON public.mdl_enrol_paypal USING btree (instanceid)
 public     | mdl_enrol_paypal                 | mdl_enropayp_rec_ix                    | CREATE INDEX mdl_enropayp_rec_ix ON public.mdl_enrol_paypal USING btree (receiver_email)
 public     | mdl_enrol_paypal                 | mdl_enropayp_use_ix                    | CREATE INDEX mdl_enropayp_use_ix ON public.mdl_enrol_paypal USING btree (userid)
 public     | mdl_event                        | mdl_even_cat_ix                        | CREATE INDEX mdl_even_cat_ix ON public.mdl_event USING btree (categoryid)
 public     | mdl_event                        | mdl_even_comeveins_ix                  | CREATE INDEX mdl_even_comeveins_ix ON public.mdl_event USING btree (component, eventtype, instance)
 public     | mdl_event                        | mdl_even_cou_ix                        | CREATE INDEX mdl_even_cou_ix ON public.mdl_event USING btree (courseid)
 public     | mdl_event                        | mdl_even_eve_ix                        | CREATE INDEX mdl_even_eve_ix ON public.mdl_event USING btree (eventtype)
 public     | mdl_event                        | mdl_even_grocoucatvisuse_ix            | CREATE INDEX mdl_even_grocoucatvisuse_ix ON public.mdl_event USING btree (groupid, courseid, categoryid, visible, userid)
 public     | mdl_event                        | mdl_even_id_pk                         | CREATE UNIQUE INDEX mdl_even_id_pk ON public.mdl_event USING btree (id)
 public     | mdl_event                        | mdl_even_modinseve_ix                  | CREATE INDEX mdl_even_modinseve_ix ON public.mdl_event USING btree (modulename, instance, eventtype)
 public     | mdl_event                        | mdl_even_sub_ix                        | CREATE INDEX mdl_even_sub_ix ON public.mdl_event USING btree (subscriptionid)
 public     | mdl_event                        | mdl_even_tim2_ix                       | CREATE INDEX mdl_even_tim2_ix ON public.mdl_event USING btree (timeduration)
 public     | mdl_event                        | mdl_even_tim_ix                        | CREATE INDEX mdl_even_tim_ix ON public.mdl_event USING btree (timestart)
 public     | mdl_event                        | mdl_even_typtim_ix                     | CREATE INDEX mdl_even_typtim_ix ON public.mdl_event USING btree (type, timesort)
 public     | mdl_event                        | mdl_even_use_ix                        | CREATE INDEX mdl_even_use_ix ON public.mdl_event USING btree (userid)
 public     | mdl_event                        | mdl_even_uui_ix                        | CREATE INDEX mdl_even_uui_ix ON public.mdl_event USING btree (uuid)
 public     | mdl_event_subscriptions          | mdl_evensubs_cou_ix                    | CREATE INDEX mdl_evensubs_cou_ix ON public.mdl_event_subscriptions USING btree (courseid)
 public     | mdl_event_subscriptions          | mdl_evensubs_id_pk                     | CREATE UNIQUE INDEX mdl_evensubs_id_pk ON public.mdl_event_subscriptions USING btree (id)
 public     | mdl_event_subscriptions          | mdl_evensubs_use_ix                    | CREATE INDEX mdl_evensubs_use_ix ON public.mdl_event_subscriptions USING btree (userid)
 public     | mdl_events_handlers              | mdl_evenhand_evecom_uix                | CREATE UNIQUE INDEX mdl_evenhand_evecom_uix ON public.mdl_events_handlers USING btree (eventname, component)
 public     | mdl_events_handlers              | mdl_evenhand_id_pk                     | CREATE UNIQUE INDEX mdl_evenhand_id_pk ON public.mdl_events_handlers USING btree (id)
 public     | mdl_events_queue                 | mdl_evenqueu_id_pk                     | CREATE UNIQUE INDEX mdl_evenqueu_id_pk ON public.mdl_events_queue USING btree (id)
 public     | mdl_events_queue                 | mdl_evenqueu_use_ix                    | CREATE INDEX mdl_evenqueu_use_ix ON public.mdl_events_queue USING btree (userid)
 public     | mdl_events_queue_handlers        | mdl_evenqueuhand_han_ix                | CREATE INDEX mdl_evenqueuhand_han_ix ON public.mdl_events_queue_handlers USING btree (handlerid)
 public     | mdl_events_queue_handlers        | mdl_evenqueuhand_id_pk                 | CREATE UNIQUE INDEX mdl_evenqueuhand_id_pk ON public.mdl_events_queue_handlers USING btree (id)
 public     | mdl_events_queue_handlers        | mdl_evenqueuhand_que_ix                | CREATE INDEX mdl_evenqueuhand_que_ix ON public.mdl_events_queue_handlers USING btree (queuedeventid)
 public     | mdl_external_functions           | mdl_extefunc_id_pk                     | CREATE UNIQUE INDEX mdl_extefunc_id_pk ON public.mdl_external_functions USING btree (id)
 public     | mdl_external_functions           | mdl_extefunc_nam_uix                   | CREATE UNIQUE INDEX mdl_extefunc_nam_uix ON public.mdl_external_functions USING btree (name)
 public     | mdl_external_services            | mdl_exteserv_id_pk                     | CREATE UNIQUE INDEX mdl_exteserv_id_pk ON public.mdl_external_services USING btree (id)
 public     | mdl_external_services            | mdl_exteserv_nam_uix                   | CREATE UNIQUE INDEX mdl_exteserv_nam_uix ON public.mdl_external_services USING btree (name)
 public     | mdl_external_services_functions  | mdl_exteservfunc_ext_ix                | CREATE INDEX mdl_exteservfunc_ext_ix ON public.mdl_external_services_functions USING btree (externalserviceid)
 public     | mdl_external_services_functions  | mdl_exteservfunc_id_pk                 | CREATE UNIQUE INDEX mdl_exteservfunc_id_pk ON public.mdl_external_services_functions USING btree (id)
 public     | mdl_external_services_users      | mdl_exteservuser_ext_ix                | CREATE INDEX mdl_exteservuser_ext_ix ON public.mdl_external_services_users USING btree (externalserviceid)
 public     | mdl_external_services_users      | mdl_exteservuser_id_pk                 | CREATE UNIQUE INDEX mdl_exteservuser_id_pk ON public.mdl_external_services_users USING btree (id)
 public     | mdl_external_services_users      | mdl_exteservuser_use_ix                | CREATE INDEX mdl_exteservuser_use_ix ON public.mdl_external_services_users USING btree (userid)
